Date,Material,Count
1902,metal->brass,28
1902,metal->iron,8
1902,resin->gutta-percha,1
1902,fibre->jute,1
1902,metal->steel,12
1902,wood->,9
1902,skin->leather,11
1902,glass,32
1902,wood->oak,3
1902,paper->,4
1902,synthetic->bakelite,3
1902,synthetic->plastic,1
1902,metal->aluminum,1
1902,wood->cherry,1
1902,glass->,5
1902,synthetic->celluloid,1
1902,synthetic->,5
1902,fibre->velvet,1
1902,metal->brass - possible,1
1902,fibre->,4
1902,metal->nickel,1
1902,animal->shellac,1
1902,synthetic->carbon,5
1902,wood->cork,3
1902,resin->rubber,3
1902,ceramic->porcelain,12
1902,ceramic,2
1902,synthetic,33
1902,ceramic->,1
1902,stone->asbestos,2
1902,stone->mica,7
1902,metal->cast-iron,3
1902,fibre->cotton,2
1902,resin->wax,3
1902,stone - possible->mica - possible,1
1902,metal->cast-iron - possible,1
1902,metal->tin - possible,1
1902,metal - possible,1
1903,paper,31
1903,metal->brass,24
1903,metal->steel,15
1903,glass->,15
1903,paper->,7
1903,metal->copper,8
1903,resin->gutta-percha,1
1903,fibre->jute,1
1903,wood->oak,3
1903,metal,31
1903,wood->,15
1903,metal->aluminum,4
1903,stone->slate,4
1903,metal->iron,3
1903,resin->rubber,3
1903,synthetic->bakelite,2
1903,wood,10
1903,metal->cast-iron,8
1903,glass,45
1903,ceramic->porcelain,3
1903,metal->nickel,2
1903,synthetic->plastic,1
1903,fibre->cotton,1
1903,metal->,13
1903,synthetic->leatherette,2
1903,synthetic,29
1903,fibre->velvet,2
1903,metal->bronze,1
1903,skin->leather,11
1903,fibre,8
1903,fibre->felt,2
1903,wood->cedar,1
1903,fibre->canvas,2
1903,synthetic->,1
1903,,1
1903,metal->chromium,1
1903,metal->mercury,1
1903,bone->ivory,1
1903,fibre->silk,1
1903,metal->silver,1
1903,wood->charcoal,1
1903,metal->platinum,7
1903,synthetic->carbon,9
1903,fibre->,5
1903,ceramic->,1
1903,stone->asbestos,2
1903,ceramic,2
1903,metal->zinc,1
1903,paper->cardboard,1
1903,ceramic->earthenware,1
1903,metal->tin,8
1903,synthetic->celluloid,1
1903,fibre->silk - possible,1
1903,animal->hair,1
1903,paper - possible,1
1903,animal->hair - possible,1
1903,animal,1
1903,resin - possible,1
1904,glass->,16
1904,metal->brass,20
1904,metal->copper,8
1904,metal->steel,6
1904,metal->gold,1
1904,fibre->linen,1
1904,synthetic,35
1904,wood->,16
1904,glass,39
1904,metal->,17
1904,skin->leather,12
1904,wood->mahogany,1
1904,metal->steel - possible,1
1904,metal->brass - possible,3
1904,paper->,2
1904,resin->ebonite,2
1904,paper->cardboard,5
1904,synthetic->plastic,1
1904,synthetic->celluloid,1
1904,metal,107
1904,,2
1904,wood,95
1904,metal->chromium,1
1904,metal->iron,8
1904,wood->cedar,2
1904,synthetic->bakelite,5
1904,wood->oak,4
1904,metal->nickel,5
1904,synthetic->carbon,7
1904,resin->rubber,3
1904,stone->slate,1
1904,wood->cypress,1
1904,fibre,9
1904,fibre->silk,1
1904,paper,48
1904,metal->aluminum,1
1904,ceramic->porcelain,9
1904,metal->platinum,5
1904,ceramic->plaster,1
1904,fibre->,2
1904,wood->cork,1
1904,ceramic,3
1904,ceramic->,8
1904,stone->mica,2
1904,stone->asbestos,2
1904,metal->bronze,1
1904,resin->wax,4
1904,metal->cast-iron,3
1904,ceramic->porcelain - possible,1
1904,metal->tungsten,6
1904,paper - possible,1
1904,metal->aluminum - possible,2
1904,fibre->cotton,1
1905,metal->iron,17
1905,metal->brass,37
1905,metal,47
1905,synthetic,21
1905,glass,35
1905,ceramic,2
1905,,5
1905,wood->oak,1
1905,metal->steel,18
1905,wood,34
1905,metal->platinum,46
1905,resin->ebonite,1
1905,wood->mahogany,6
1905,skin->leather,14
1905,metal->nickel,5
1905,bone->ivory,3
1905,wood->,16
1905,metal->tin,4
1905,metal->,22
1905,fibre,12
1905,fibre->felt,4
1905,metal->mercury,2
1905,fibre->canvas,1
1905,resin->rubber,7
1905,synthetic->leatherette,2
1905,glass->,59
1905,paper->cardboard,3
1905,paper->,5
1905,skin - possible->leather - possible,1
1905,metal->cast-iron,5
1905,paper,25
1905,resin->wax,2
1905,synthetic->bakelite,2
1905,fibre->cotton,1
1905,fibre->,20
1905,metal->lead - possible,2
1905,fibre->canvas - possible,2
1905,metal->chromium,2
1905,synthetic->vinyl,1
1905,synthetic->plastic,1
1905,synthetic->,2
1905,metal->aluminum,2
1905,metal->zinc,1
1905,metal->copper,16
1905,fibre->velvet,1
1905,glass->enamel,1
1905,paper->card stock,1
1905,ceramic->porcelain,32
1905,synthetic->carbon,54
1905,ceramic->plaster,1
1905,stone->soapstone,1
1905,stone->asbestos,2
1905,wood->cork,2
1905,stone,1
1905,ceramic->,5
1905,metal->bronze,3
1905,stone->mica,4
1905,synthetic->bakelite - possible,1
1905,fibre->linen,2
1905,wood->spruce,1
1905,synthetic->mylar,1
1905,metal->iron - possible,1
1905,metal->silver,2
1905,metal->silver ,1
1905,synthetic->celluloid,1
1905,fibre->velvet - possible,1
1905,metal->brass - possible,1
1905,paper->glassine,1
1906,paper,26
1906,fibre->linen,2
1906,synthetic,11
1906,fibre,6
1906,metal,28
1906,wood,12
1906,wood->,10
1906,metal->white metal,1
1906,metal->cast-iron,4
1906,metal->steel,25
1906,,6
1906,wood->pine,1
1906,metal->brass,27
1906,metal->tin,1
1906,glass,21
1906,metal->,8
1906,resin->ebonite,3
1906,ceramic->porcelain,7
1906,wood->oak,9
1906,synthetic->bakelite,5
1906,paper->cardboard,3
1906,metal->silver,1
1906,glass->,21
1906,synthetic->,3
1906,fibre->felt,2
1906,resin->rubber,2
1906,skin,1
1906,skin->leather,10
1906,synthetic->celluloid,2
1906,fibre->,5
1906,wood->pine - possible,1
1906,synthetic->plastic,1
1906,fibre->cotton,3
1906,resin,1
1906,wood->maple,2
1906,wood->mahogany,2
1906,metal - possible->,1
1906,paper->,3
1906,wood->cork,11
1906,metal->cast-iron - possible,2
1906,synthetic->leatherette,1
1906,metal->nickel,4
1906,bone->ivory,1
1906,fibre->velvet,2
1906,paper->card stock,2
1906,fibre->silk,1
1906,synthetic->carbon,3
1906,metal->platinum,5
1906,metal->iron,3
1906,stone->asbestos,2
1906,metal->copper,5
1906,stone->mica,1
1906,ceramic,1
1906,stone,1
1906,ceramic->,1
1906,metal->steel - possible,1
1907,,5
1907,metal->brass,36
1907,wood->,22
1907,metal->copper,10
1907,synthetic->bakelite,5
1907,metal->iron,9
1907,wood,20
1907,metal,32
1907,metal->steel,8
1907,wood->mahogany,5
1907,skin->leather,20
1907,fibre,11
1907,glass,17
1907,ceramic->porcelain,5
1907,synthetic,11
1907,fibre->velvet,4
1907,fibre->silk,1
1907,glass->,13
1907,metal->tin,6
1907,metal->tin - possible,1
1907,metal->chromium - possible,1
1907,synthetic->leatherette,5
1907,metal->platinum,1
1907,metal->cast-iron,7
1907,resin->rubber,9
1907,wood->oak,4
1907,metal->aluminum,3
1907,ceramic,4
1907,paper,6
1907,skin,2
1907,fibre->,4
1907,synthetic->,3
1907,paper->,3
1907,fibre->cotton,2
1907,metal->,16
1907,fibre->linen,1
1907,paper->cardboard,9
1907,synthetic->plastic,4
1907,skin->suede,2
1907,metal->nickel,4
1907,wood->cork,1
1907,resin->ebonite,1
1907,bone->ivory,1
1907,fibre->felt - possible,1
1907,metal->chromium,2
1907,resin,1
1907,resin->wax,1
1907,stone->mica,1
1907,stone->asbestos,1
1907,stone->slate,1
1907,metal->zinc,1
1907,fibre->felt,1
1907,metal->silver,2
1907,metal->gold,1
1907,synthetic->celluloid,1
1907,metal->cast-iron - possible,1
1907,metal->brass - possible,1
1907,metal->nickel - possible,1
1907,animal,1
1907,resin - possible,1
1908,paper->,8
1908,composite->ink,1
1908,metal->iron,17
1908,wood,26
1908,fibre->linen,2
1908,metal->copper,11
1908,metal,48
1908,wood->pine,1
1908,metal->brass,45
1908,wood->oak,4
1908,metal->steel,17
1908,synthetic->bakelite,2
1908,synthetic->plastic,1
1908,paper,20
1908,fibre,13
1908,wood->,16
1908,metal->nickel,8
1908,,5
1908,metal->brass - possible,2
1908,synthetic,10
1908,metal->nickel-steel,1
1908,wood->mahogany,4
1908,glass,14
1908,stone->granite,1
1908,metal->,8
1908,resin->rubber,3
1908,synthetic->leatherette,3
1908,skin->leather,10
1908,metal->stainless steel,1
1908,stone->slate,1
1908,glass->,11
1908,metal->cast-iron,4
1908,wood->cork,1
1908,ceramic,9
1908,metal->bronze,2
1908,fibre->wool,1
1908,metal->copper - possible,1
1908,animal->shellac,1
1908,synthetic->carbon,5
1908,fibre->,7
1908,metal->platinum,5
1908,ceramic->plaster,1
1908,synthetic->,3
1908,stone->asbestos,3
1908,ceramic->porcelain,4
1908,stone->soapstone,1
1908,glass->enamel,1
1908,stone,1
1908,stone->mica,1
1908,fibre->cotton,1
1908,metal->zinc,5
1908,fibre->canvas,1
1908,synthetic->celluloid,1
1908,skin,1
1908,fibre->felt - possible,1
1908,paper->card stock,1
1908,skin->leather - possible,1
1908,animal->hair,1
1908,resin - possible,1
1908,wood->mahogany - possible,1
1908,synthetic->celluloid - possible,1
1908,animal->intestine - possible,1
1909,metal->brass,60
1909,metal,33
1909,paper,19
1909,fibre,9
1909,wood,9
1909,glass,29
1909,synthetic,10
1909,paper->card stock,3
1909,fibre->satin,1
1909,,4
1909,metal->steel,13
1909,glass->,10
1909,paper->,11
1909,synthetic->bakelite,6
1909,wood->,13
1909,metal->copper,13
1909,metal->cast-iron,5
1909,metal->iron,6
1909,metal->,9
1909,synthetic->carbon,3
1909,resin->rubber,2
1909,synthetic->bakelite - possible,2
1909,skin->leather,11
1909,metal->tin,1
1909,fibre->wool,1
1909,wood->oak,2
1909,synthetic->celluloid,3
1909,metal->aluminum,24
1909,metal->stainless steel,1
1909,fibre->cotton,1
1909,bone->ivory,1
1909,synthetic->leatherette,2
1909,fibre->,1
1909,composite->ink,3
1909,paper->cardboard,1
1909,metal->platinum,2
1909,wood->cork,2
1909,ceramic,1
1909,stone->mica,1
1909,ceramic->porcelain,7
1909,synthetic->,1
1909,stone->asbestos,2
1909,resin->wax,1
1909,wood->mahogany,1
1909,fibre->felt,4
1909,fibre->jute,3
1909,fibre->velvet,1
1909,stone,1
1909,metal->iron - possible,1
1909,metal->copper - possible,1
1909,metal->brass - possible,1
1909,metal->steel - possible,1
1909,paper - possible->,1
1909,stone->asbestos - possible,1
1909,animal->hair,1
1910,wood->ash,1
1910,metal->brass,131
1910,metal->tin,8
1910,metal,131
1910,wood,96
1910,fibre,37
1910,metal->nickel,24
1910,metal->platinum,76
1910,glass->,134
1910,wood->,50
1910,skin->leather,32
1910,metal->copper,33
1910,metal->iron,37
1910,metal->steel,83
1910,paper->cardboard,17
1910,,15
1910,glass,117
1910,fibre->canvas,5
1910,metal->cast-iron - possible,1
1910,paper->,18
1910,ceramic->,27
1910,metal->aluminum,10
1910,metal->,75
1910,resin->rubber - possible,3
1910,plant->wicker,1
1910,fibre->,40
1910,resin->rubber,25
1910,synthetic->plastic,8
1910,wood->oak,5
1910,wood->mahogany,5
1910,metal->white metal,1
1910,synthetic,27
1910,metal->brass - possible,8
1910,stone->slate,3
1910,resin->ebonite,8
1910,synthetic->leatherette,5
1910,paper,79
1910,metal->cast-iron,31
1910,wood->mahogany - possible,2
1910,fibre->felt,2
1910,synthetic->celluloid,5
1910,resin,4
1910,metal->stainless steel,1
1910,metal->tungsten,18
1910,ceramic->porcelain,23
1910,synthetic->bakelite,18
1910,metal->chromium,3
1910,ceramic->pottery,1
1910,ceramic->pottery - possible,1
1910,ceramic->porcelain - possible,4
1910,composite->concrete,1
1910,wood->pine,1
1910,fibre->cotton,5
1910,skin,1
1910,metal->bronze,7
1910,fibre->wool,1
1910,synthetic->,2
1910,ceramic,8
1910,metal->lead,2
1910,wood->teak,1
1910,bone->ivory,1
1910,fibre->velvet,5
1910,resin->wax,2
1910,synthetic->vinyl,1
1910,glass->enamel,3
1910,synthetic->carbon,70
1910,stone,1
1910,wood->cedar,1
1910,wood->apple,1
1910,metal->tin - possible,2
1910,plant,1
1910,metal->silver,5
1910,stone->asbestos,3
1910,stone->mica,7
1910,wood->cork,3
1910,synthetic - possible,2
1910,composite->,1
1910,fibre->linen,1
1910,stone->graphite,1
1910,fluid->oil,1
1910,metal->gold,1
1910,synthetic->French ivory,1
1910,metal->nickel-silver,1
1910,synthetic->acrylic - possible,1
1910,stone->coal,1
1910,metal->zinc,2
1910,paper->card stock,4
1910,synthetic->plexiglass,1
1910,stone->soapstone,1
1910,animal->hair,1
1910,fibre->sisal,1
1910,metal->nickel - possible,2
1910,resin - possible->rubber - possible,2
1910,fibre->silk - possible,1
1910,fibre->velvet - possible,1
1910,resin->vulcanite,1
1910,metal->steel - possible,20
1910,metal->iron - possible,2
1910,wood->apple - possible,1
1910,metal->copper - possible,1
1910,skin - possible->leather - possible,1
1910,fluid->alcohol,2
1910,animal - possible->hair - possible,1
1910,wood - possible,1
1910,fibre->felt - possible,1
1910,animal,1
1910,metal->zinc - possible,1
1910,metal->chromium - possible,1
1910,ceramic->earthenware - possible,1
1911,metal->steel,13
1911,metal->cast-iron,6
1911,,3
1911,metal->brass,46
1911,wood->oak,2
1911,metal->copper,12
1911,synthetic->bakelite,1
1911,synthetic->plastic,3
1911,fibre,31
1911,metal,25
1911,metal->iron,9
1911,metal->aluminum,23
1911,wood->,16
1911,resin->rubber,4
1911,synthetic->leatherette,1
1911,resin,1
1911,ceramic->porcelain,5
1911,synthetic->carbon,2
1911,resin->wax,3
1911,paper,56
1911,wood,39
1911,metal->,9
1911,glass->,8
1911,fibre->felt,1
1911,metal->chromium,2
1911,wood->poplar,1
1911,glass,22
1911,synthetic->,1
1911,skin->leather,7
1911,metal->nickel,9
1911,metal->lead,1
1911,paper->cardboard - possible,1
1911,synthetic->plastic - possible,1
1911,synthetic,12
1911,paper->cardboard,4
1911,fibre->,4
1911,stone->asbestos,3
1911,stone->mica,2
1911,metal->platinum,3
1911,ceramic,1
1911,paper->,5
1911,fibre->silk,1
1911,ceramic->,2
1911,ceramic->plaster,1
1911,composite,1
1911,stone->slate,1
1911,metal->mercury,1
1911,fibre->linen,1
1911,composite->ink,1
1911,fibre->wool,1
1911,animal,1
1911,wood - possible,1
1911,paper - possible,1
1911,fibre->cotton - possible,1
1911,metal->steel - possible,1
1911,paper->card stock,2
1912,metal->iron,20
1912,glass,40
1912,metal,87
1912,ceramic,10
1912,synthetic,23
1912,metal->copper,13
1912,metal->brass,97
1912,metal->tin,4
1912,wood->,37
1912,metal->,25
1912,fibre->,19
1912,resin->rubber,14
1912,wood,25
1912,metal->gunmetal,1
1912,metal->aluminum,7
1912,metal->white metal,1
1912,metal->silver,3
1912,skin,1
1912,metal->steel,23
1912,synthetic->bakelite,2
1912,fibre,17
1912,synthetic->leatherette,4
1912,metal->cast-iron,8
1912,synthetic->celluloid,3
1912,,7
1912,wood->mahogany,5
1912,skin->leather,25
1912,paper->,12
1912,synthetic->mylar,4
1912,wood->oak,7
1912,fibre->cotton,3
1912,synthetic->,7
1912,resin->ebonite,1
1912,metal->brass - possible,3
1912,glass->,31
1912,metal->bronze,1
1912,metal->zinc,2
1912,synthetic->carbon,14
1912,ceramic->,3
1912,metal->stainless steel,1
1912,fibre->velvet,2
1912,metal->chromium,1
1912,synthetic->plastic,1
1912,paper,32
1912,wood->teak,1
1912,paper->cardboard,3
1912,fibre->canvas,3
1912,stone->marble,1
1912,ceramic->plaster,1
1912,fibre->wool,1
1912,wood->hickory,1
1912,wood->pine,1
1912,stone->asbestos,3
1912,metal->platinum,9
1912,metal->nickel,6
1912,ceramic->porcelain,14
1912,fibre->felt,5
1912,metal->tungsten,1
1912,resin->wax,3
1912,resin - possible,1
1912,synthetic - possible,1
1912,stone->mica,2
1912,ceramic - possible,1
1912,animal->hair,1
1912,metal->nickel-silver,1
1912,synthetic->French ivory,1
1912,bone->ivory,1
1912,ceramic->clay,1
1912,paper->card stock,1
1912,synthetic->imitation leather,1
1912,stone,1
1913,metal->brass,46
1913,wood->boxwood,1
1913,metal->brass - possible,2
1913,fibre,10
1913,wood,16
1913,metal,27
1913,,5
1913,metal->silver,2
1913,metal->steel,21
1913,glass->,17
1913,wood->,24
1913,skin->leather,9
1913,glass,17
1913,paper->cardboard,3
1913,metal->,15
1913,paper->,8
1913,fibre->felt,4
1913,paper,12
1913,stone->asbestos,4
1913,synthetic,12
1913,synthetic->mylar,4
1913,metal->cast-iron,5
1913,metal->nickel,10
1913,wood->oak,3
1913,ceramic->pottery,1
1913,ceramic->porcelain,14
1913,metal->tin,3
1913,metal->iron,14
1913,metal->gold,2
1913,wood->mahogany,3
1913,resin->rubber,6
1913,stone->mica,4
1913,synthetic->plastic,2
1913,synthetic->celluloid,1
1913,metal->aluminum,3
1913,metal->duralumin,1
1913,fibre->cotton,3
1913,synthetic->carbon,1
1913,metal->copper,8
1913,metal->magnesium,1
1913,synthetic->bakelite,2
1913,fibre->velvet,2
1913,synthetic->bakelite - possible,1
1913,synthetic->,5
1913,stone->slate,1
1913,paper->pulp,1
1913,composite->ink,1
1913,fibre->,7
1913,metal->platinum,3
1913,metal->bronze,1
1913,ceramic,2
1913,fibre->canvas,1
1913,ceramic->,2
1913,stone->quartz,1
1913,resin->wax,2
1913,paper->card stock,1
1913,stone,1
1913,ceramic->earthenware,3
1913,stone->sand,2
1913,wood->cork,2
1914,glass->,34
1914,metal->,38
1914,synthetic->,6
1914,wood->cork,1
1914,metal->steel,42
1914,metal->copper,16
1914,metal->brass,61
1914,glass,49
1914,skin->leather,39
1914,fibre,28
1914,paper,50
1914,,4
1914,metal->aluminum,11
1914,wood,30
1914,metal,71
1914,ceramic,11
1914,synthetic,40
1914,wood->,33
1914,resin->rubber,10
1914,metal->tin,2
1914,metal->chromium,7
1914,wood->oak,6
1914,paper->,8
1914,fibre->cotton,5
1914,synthetic->bakelite,10
1914,synthetic->mylar,1
1914,paper->cardboard,13
1914,fibre->linen,2
1914,metal->aluminum - possible,1
1914,wood->walnut - possible,2
1914,metal->iron,10
1914,metal->cast-iron,5
1914,synthetic->leatherette,11
1914,metal->nickel,8
1914,fibre->wool,1
1914,fibre->felt,4
1914,metal->bronze,4
1914,synthetic->plastic,5
1914,bone->ivory,1
1914,wood->walnut,1
1914,fibre->canvas,1
1914,resin->ebonite,1
1914,fibre->velvet,2
1914,wood->spruce,1
1914,fibre->,18
1914,synthetic->vinyl,1
1914,metal->chromium - possible,1
1914,skin,1
1914,ceramic->,2
1914,paper->card stock,3
1914,wood->mahogany,1
1914,wood->hickory,1
1914,synthetic->elastic,3
1914,synthetic->celluloid,7
1914,synthetic->carbon,8
1914,metal->platinum,7
1914,stone->mica,2
1914,stone->asbestos,2
1914,ceramic->porcelain,15
1914,metal->gold,1
1914,glass->enamel,1
1914,resin->wax,3
1914,resin->rubber - possible,1
1914,synthetic - possible,1
1914,resin - possible,1
1914,paper- possible->cardboard,1
1914,fluid,1
1914,metal->zinc,1
1914,skin->pelt,2
1914,paper->card stock - possible,2
1914,fibre->cotton - possible,1
1914,metal->steel - possible,1
1914,metal->stainless steel,6
1915,skin->leather,24
1915,paper,55
1915,,7
1915,metal,102
1915,metal->cast-iron,19
1915,metal->steel,51
1915,wood->,52
1915,resin->rubber,54
1915,synthetic->bakelite,23
1915,stone->mica,9
1915,metal->brass,110
1915,fibre,41
1915,wood,36
1915,metal->iron,43
1915,glass->,92
1915,paper->,10
1915,metal->steel - possible,3
1915,synthetic - possible->,1
1915,synthetic->bakelite - possible,1
1915,wood->boxwood,1
1915,metal->brass - possible,5
1915,skin,1
1915,resin,1
1915,paper->cardboard,8
1915,metal->copper,38
1915,fibre->felt,6
1915,wood->oak,2
1915,metal->aluminum,7
1915,wood->mahogany,14
1915,resin->ebonite,15
1915,metal->iron - possible,1
1915,glass,50
1915,ceramic,9
1915,stone->slate,3
1915,metal->silver,5
1915,metal->tin,2
1915,resin->tar,1
1915,synthetic,32
1915,bone->ivory,3
1915,paper->card stock,5
1915,metal->nickel-silver,2
1915,synthetic->celluloid,1
1915,synthetic->carbon,50
1915,metal->nickel - possible,1
1915,skin->leather - possible,1
1915,metal->,79
1915,ceramic->porcelain,38
1915,metal->nickel,20
1915,metal->bronze,3
1915,composite->concrete,1
1915,wood->fir,1
1915,synthetic->,7
1915,fibre->,34
1915,fibre->canvas,1
1915,synthetic->plastic,3
1915,resin->wax,12
1915,synthetic->vinyl,1
1915,plant->,1
1915,ceramic->pottery,1
1915,resin->asphalt,1
1915,glass - possible->,1
1915,synthetic->plastic - possible,1
1915,wood->maple,1
1915,animal->shellac,1
1915,skin->hide,3
1915,fibre->cotton,1
1915,metal->stainless steel,1
1915,metal->platinum,14
1915,stone->asbestos,2
1915,metal->tungsten,14
1915,metal->dumet,1
1915,metal->molybdenum,1
1915,ceramic->,21
1915,composite,1
1915,resin->rubber - possible,1
1915,stone - possible->mica - possible,1
1915,synthetic->carbon - possible,5
1915,plant,1
1915,stone->agate,2
1915,fibre->velvet,2
1915,metal->zinc,2
1915,synthetic->French ivory,1
1915,animal->hair,3
1915,shell->,1
1915,fibre->silk,1
1915,animal,4
1915,resin - possible,3
1915,:animal,1
1916,paper->cardboard,11
1916,paper->card stock,7
1916,metal,55
1916,,10
1916,glass,40
1916,skin->leather,17
1916,animal->hair,7
1916,metal->steel,26
1916,fibre,19
1916,metal->aluminum,6
1916,paper,25
1916,wood,13
1916,fibre->,4
1916,composite->ink,3
1916,animal->glue,3
1916,metal->brass,19
1916,metal->cast-iron,8
1916,synthetic,14
1916,glass->,17
1916,paper->,9
1916,wood->,16
1916,resin->ebonite,2
1916,fibre->felt,5
1916,metal->,14
1916,synthetic->bakelite,1
1916,ceramic,1
1916,metal->copper,10
1916,synthetic->leatherette,5
1916,wood->mahogany,2
1916,fibre->linen,2
1916,metal->iron,5
1916,metal->bronze,2
1916,resin->rubber,5
1916,wood->walnut,1
1916,synthetic->celluloid,2
1916,metal->chromium,2
1916,synthetic->plastic,1
1916,ceramic->porcelain,1
1916,metal->nickel,1
1916,synthetic->,2
1916,fibre->cotton,1
1916,ceramic->clay,1
1916,metal->tin,1
1916,synthetic->cordura,1
1916,stone->mica,1
1916,synthetic->carbon,2
1916,synthetic->vinyl,1
1916,fibre->canvas,1
1916,paper - possible->cardboard,1
1916,synthetic - possible,1
1916,skin - possible->leather - possible,1
1916,stone->asbestos,1
1916,synthetic->imitation leather,2
1916,fibre->silk - possible,1
1916,animal,5
1916,resin - possible,11
1916,bone->horn,1
1916,resin,1
1916,wood->cork,1
1917,metal->brass,49
1917,glass->,10
1917,metal->,14
1917,resin->wax,6
1917,paper,53
1917,paper->card stock,19
1917,metal->steel,40
1917,paper->,10
1917,fibre->cotton - possible,2
1917,wood->,19
1917,fibre->,5
1917,resin->rubber,8
1917,fibre->linen - possible,2
1917,fibre->linen,5
1917,metal,38
1917,paper->cardboard,10
1917,composite->ink,4
1917,animal->glue,3
1917,skin->leather,15
1917,fibre->felt,2
1917,metal->tin,2
1917,metal->iron,15
1917,glass,32
1917,fibre,17
1917,glass->enamel,2
1917,stone->mica,4
1917,wood,28
1917,stone->slate,1
1917,metal->copper,9
1917,wood->oak,3
1917,synthetic->bakelite,12
1917,stone->marble,1
1917,wood->mahogany,2
1917,fibre->cotton,4
1917,synthetic->plastic,3
1917,metal->aluminum,4
1917,metal->chromium,4
1917,,4
1917,synthetic,16
1917,synthetic->bakelite - possible,1
1917,skin->suede,1
1917,metal->cast-iron,3
1917,synthetic->leatherette,3
1917,wood->walnut,1
1917,bone->ivory,2
1917,synthetic->vinyl,1
1917,plant,1
1917,metal->brass - possible,1
1917,fibre->velvet,1
1917,metal->steel - possible,1
1917,metal->bronze,1
1917,wood->boxwood,1
1917,synthetic->celluloid,2
1917,synthetic->carbon,1
1917,ceramic,2
1917,metal->nickel,11
1917,synthetic - possible,1
1917,wood->cork,1
1917,resin,1
1917,synthetic->,3
1917,ceramic->porcelain,9
1917,metal->zinc,4
1917,stone->,1
1917,fibre->canvas,1
1917,metal->iron - possible,1
1917,stone,3
1918,,23
1918,metal->steel,59
1918,wood,45
1918,metal,82
1918,fibre->,10
1918,metal->tungsten,4
1918,metal->nickel,13
1918,glass->,14
1918,synthetic->,8
1918,paper->card stock,14
1918,paper,77
1918,fibre,19
1918,wood->,28
1918,paper->,19
1918,paper->cardboard,15
1918,metal->,29
1918,resin->rubber,12
1918,skin->leather,21
1918,composite->ink,6
1918,animal->glue,1
1918,paper->pulp,2
1918,resin->wax,5
1918,metal->brass,49
1918,fibre->felt,3
1918,glass,25
1918,metal->iron,15
1918,metal->lead,1
1918,synthetic->bakelite,7
1918,synthetic,16
1918,wood->oak,5
1918,metal->molybdenum,1
1918,wood->pine,2
1918,wood->ash,2
1918,wood->mahogany,1
1918,wood->birch,1
1918,fibre->cotton,5
1918,metal->steel - possible,1
1918,synthetic->plastic,1
1918,skin,2
1918,wood->cedar,1
1918,synthetic->vinyl,1
1918,metal->aluminum,8
1918,fibre->canvas,5
1918,metal->cast-iron,6
1918,metal->aluminum - possible,2
1918,resin,3
1918,metal->gold,4
1918,wood->hickory,2
1918,wood->ironwood,1
1918,metal->copper,5
1918,synthetic->leatherette,1
1918,metal - possible,1
1918,fibre->linen - possible,5
1918,fibre->linen,3
1918,fibre->flannel,1
1918,resin->phenolic,1
1918,fibre->wool,2
1918,ceramic->porcelain,6
1918,glass->enamel,3
1918,ceramic->,1
1918,ceramic,1
1918,animal,2
1918,metal->zinc,1
1918,metal->silver,4
1918,metal->bronze,3
1918,fibre->silk,3
1918,fibre->felt - possible,1
1918,fibre->velvet,1
1918,bone,1
1918,synthetic->bakelite - possible,2
1918,wood->cork - possible,2
1918,metal->lead - possible,1
1918,resin - possible->rubber - possible,2
1918,synthetic - possible,1
1918,fibre->cotton - possible,5
1918,fibre->wool - possible,1
1918,fibre->twill,1
1918,skin->,1
1918,wood->spruce,1
1918,skin->pelt,1
1918,metal->brass - possible,1
1919,metal->cast-iron,4
1919,glass,34
1919,wood,19
1919,metal->,15
1919,wood->,11
1919,glass->,7
1919,fibre->,4
1919,skin->leather - possible,1
1919,metal->brass,26
1919,metal,51
1919,paper,32
1919,fibre,17
1919,skin->leather,10
1919,,8
1919,resin->rubber,7
1919,metal->lead,1
1919,paper->cardboard,5
1919,composite->ink,2
1919,metal->brass - possible,2
1919,metal->nickel - possible,1
1919,synthetic->plastic,1
1919,synthetic->bakelite,3
1919,metal->copper,10
1919,metal->galena,1
1919,wood->oak,4
1919,synthetic,27
1919,resin->phenolic,1
1919,metal->tungsten,1
1919,metal->nickel,6
1919,metal->steel,12
1919,synthetic->vinyl,1
1919,resin->wax,4
1919,metal->tin,1
1919,metal->silver,3
1919,synthetic->carbon,3
1919,synthetic->,3
1919,metal->chromium,1
1919,fibre->cotton,1
1919,metal->iron,3
1919,wood->mahogany,2
1919,fibre->canvas - possible,2
1919,wood - possible,2
1919,glass->enamel,1
1919,ceramic->porcelain,5
1919,metal->copper - possible,1
1919,metal->aluminum,1
1919,fibre->silk,1
1919,fibre->linen,2
1919,metal->bronze,2
1919,stone->mica,4
1919,stone->asbestos,1
1919,synthetic->bakelite - possible,1
1919,paper->,3
1919,synthetic->leatherette,1
1919,metal->silver - possible,1
1919,paper->card stock,5
1919,fibre->felt,1
1919,synthetic->celluloid,1
1919,fluid,1
1919,animal,3
1919,resin - possible,3
1919,bone,1
1919,resin,2
1919,plant,1
1920,wood,187
1920,fibre,81
1920,fibre->linen - possible,1
1920,metal,374
1920,synthetic,119
1920,glass->,155
1920,metal->,169
1920,synthetic->bakelite,104
1920,paper,156
1920,fibre->cotton,16
1920,fibre->flannel,1
1920,glass,186
1920,,129
